Retailer;Retailer ID;Date;Month;Region;State;Beverage Brand;Category;Price per Unit;Units Sold;Week Number;days of week;Sugar/No sugar;POPULATION DENSITY;WEATHER°C
FizzySip;1128299;16/12/2022;1;West;Oregon;Coca-Cola;Soda;$0.70 ;8;51;Tuesday;Sugar;44.1;25.69
FizzySip;1128299;16/12/2022;1;West;Oregon;Diet Coke;Soda;$0.80 ;8;51;Wednesday;No Sugar;44.1;33.9
FizzySip;1128299;16/12/2022;1;West;Oregon;Sprite;Soda;$0.75 ;6;51;Thursday;Sugar;44.1;24.76
FizzySip;1128299;16/12/2022;1;West;Oregon;Fanta;Soda;$0.75 ;6;51;Friday;Sugar;44.1;10.63
FizzySip;1128299;16/12/2022;1;West;Oregon;Powerade;Sports Drink;$0.85 ;5.25;51;Saturday;Sugar;44.1;9.31
FizzySip;1128299;16/12/2022;1;West;Oregon;Dasani Water;Water;$0.90 ;6.25;51;Sunday;No Sugar;44.1;7.52
BevCo;1197831;05/01/2022;1;South;Louisiana;Coca-Cola;Soda;$0.20 ;6.75;2;Monday;Sugar;108;11.51
BevCo;1197831;05/01/2022;1;South;Louisiana;Diet Coke;Soda;$0.30 ;6.75;2;Tuesday;No Sugar;108;20.85
BevCo;1197831;05/01/2022;1;South;Louisiana;Sprite;Soda;$0.30 ;4.75;2;Wednesday;Sugar;108;10.6
BevCo;1197831;05/01/2022;1;South;Louisiana;Fanta;Soda;$0.35 ;4.75;2;Thursday;Sugar;108;22.78
BevCo;1197831;05/01/2022;1;South;Louisiana;Powerade;Sports Drink;$0.40 ;3.25;2;Friday;Sugar;108;18.79
BevCo;1197831;05/01/2022;1;South;Louisiana;Dasani Water;Water;$0.35 ;4.75;2;Saturday;No Sugar;108;9.82
BevCo;1197831;04/02/2022;1;South;Louisiana;Coca-Cola;Soda;$0.25 ;6.25;6;Sunday;Sugar;108;23.1
BevCo;1197831;04/02/2022;1;South;Louisiana;Diet Coke;Soda;$0.35 ;6;6;Monday;No Sugar;108;20.59
BevCo;1197831;04/02/2022;1;South;Louisiana;Sprite;Soda;$0.35 ;4.25;6;Tuesday;Sugar;108;31.27
BevCo;1197831;04/02/2022;1;South;Louisiana;Fanta;Soda;$0.35 ;3.75;6;Wednesday;Sugar;108;35.67
BevCo;1197831;04/02/2022;1;South;Louisiana;Powerade;Sports Drink;$0.40 ;2.5;6;Thursday;Sugar;108;34.95
BevCo;1197831;04/02/2022;1;South;Louisiana;Dasani Water;Water;$0.35 ;4.5;6;Friday;No Sugar;108;17.47
BevCo;1197831;06/03/2022;1;South;Louisiana;Coca-Cola;Soda;$0.30 ;6.25;11;Saturday;Sugar;108;18.08
BevCo;1197831;06/03/2022;1;South;Louisiana;Diet Coke;Soda;$0.40 ;6.25;11;Sunday;No Sugar;108;9.34
BevCo;1197831;06/03/2022;1;South;Louisiana;Sprite;Soda;$0.30 ;4.5;11;Monday;Sugar;108;34.41
BevCo;1197831;06/03/2022;1;South;Louisiana;Fanta;Soda;$0.35 ;3.5;11;Tuesday;Sugar;108;38.46
BevCo;1197831;06/03/2022;1;South;Louisiana;Powerade;Sports Drink;$0.40 ;2.5;11;Wednesday;Sugar;108;36.86
BevCo;1197831;06/03/2022;1;South;Louisiana;Dasani Water;Water;$0.35 ;4;11;Thursday;No Sugar;108;14.24
BevCo;1197831;05/04/2022;1;South;Louisiana;Coca-Cola;Soda;$0.20 ;6.5;15;Friday;Sugar;108;26.09
BevCo;1197831;05/04/2022;1;South;Louisiana;Diet Coke;Soda;$0.30 ;6.5;15;Saturday;No Sugar;108;32.14
BevCo;1197831;05/04/2022;1;South;Louisiana;Sprite;Soda;$0.25 ;4.75;15;Sunday;Sugar;108;20.19
BevCo;1197831;05/04/2022;1;South;Louisiana;Fanta;Soda;$0.30 ;3.75;15;Monday;Sugar;108;10.58
BevCo;1197831;05/04/2022;1;South;Louisiana;Powerade;Sports Drink;$0.35 ;2.75;15;Tuesday;Sugar;108;34.1
BevCo;1197831;05/04/2022;1;South;Louisiana;Dasani Water;Water;$0.30 ;5.5;15;Wednesday;No Sugar;108;14.1
BevCo;1197831;05/05/2022;1;South;Louisiana;Coca-Cola;Soda;$0.20 ;7;19;Thursday;Sugar;108;25.41
BevCo;1197831;05/05/2022;1;South;Louisiana;Diet Coke;Soda;$0.30 ;7.25;19;Friday;No Sugar;108;16.04
BevCo;1197831;05/05/2022;1;South;Louisiana;Sprite;Soda;$0.25 ;5.75;19;Saturday;Sugar;108;17.01
BevCo;1197831;05/05/2022;1;South;Louisiana;Fanta;Soda;$0.35 ;5;19;Sunday;Sugar;108;35.17
BevCo;1197831;05/05/2022;1;South;Louisiana;Powerade;Sports Drink;$0.50 ;4;19;Monday;Sugar;108;25.77
BevCo;1197831;05/05/2022;1;South;Louisiana;Dasani Water;Water;$0.45 ;7.5;19;Tuesday;No Sugar;108;38.4
BevCo;1197831;04/06/2022;1;South;Louisiana;Coca-Cola;Soda;$0.45 ;7.5;23;Wednesday;Sugar;108;8.11
BevCo;1197831;04/06/2022;1;South;Louisiana;Diet Coke;Soda;$0.50 ;7.5;23;Thursday;No Sugar;108;8.81
BevCo;1197831;04/06/2022;1;South;Louisiana;Sprite;Soda;$0.50 ;6;23;Friday;Sugar;108;26.22
BevCo;1197831;04/06/2022;1;South;Louisiana;Fanta;Soda;$0.50 ;5.5;23;Saturday;Sugar;108;6.4
BevCo;1197831;04/06/2022;1;South;Louisiana;Powerade;Sports Drink;$0.55 ;4.5;23;Sunday;Sugar;108;34.66
BevCo;1197831;04/06/2022;1;South;Louisiana;Dasani Water;Water;$0.60 ;8.25;23;Monday;No Sugar;108;24.61
BevCo;1197831;06/07/2022;1;South;Louisiana;Coca-Cola;Soda;$0.50 ;7.75;28;Tuesday;Sugar;108;11.48
BevCo;1197831;06/07/2022;1;South;Louisiana;Diet Coke;Soda;$0.55 ;7.75;28;Wednesday;No Sugar;108;37.05
BevCo;1197831;06/07/2022;1;South;Louisiana;Sprite;Soda;$0.50 ;9.25;28;Thursday;Sugar;108;35.04
BevCo;1197831;06/07/2022;1;South;Louisiana;Fanta;Soda;$0.50 ;5.25;28;Friday;Sugar;108;28.09
BevCo;1197831;06/07/2022;1;South;Louisiana;Powerade;Sports Drink;$0.55 ;5.25;28;Saturday;Sugar;108;6.79
BevCo;1197831;06/07/2022;1;South;Louisiana;Dasani Water;Water;$0.65 ;8;28;Sunday;No Sugar;108;33.94
BevCo;1197831;08/08/2022;1;South;Louisiana;Coca-Cola;Soda;$0.50 ;7.5;33;Monday;Sugar;108;23.12
BevCo;1197831;08/08/2022;1;South;Louisiana;Diet Coke;Soda;$0.55 ;7.5;33;Tuesday;No Sugar;108;30.07
BevCo;1197831;08/08/2022;1;South;Louisiana;Sprite;Soda;$0.50 ;9.25;33;Wednesday;Sugar;108;12.3
BevCo;1197831;08/08/2022;1;South;Louisiana;Fanta;Soda;$0.50 ;4.75;33;Thursday;Sugar;108;34.27
BevCo;1197831;08/08/2022;1;South;Louisiana;Powerade;Sports Drink;$0.55 ;4.75;33;Friday;Sugar;108;11.17
BevCo;1197831;08/08/2022;1;South;Louisiana;Dasani Water;Water;$0.60 ;7.25;33;Saturday;No Sugar;108;35.73
BevCo;1197831;05/09/2022;1;South;Louisiana;Coca-Cola;Soda;$0.55 ;6.75;37;Sunday;Sugar;108;7.87
BevCo;1197831;05/09/2022;1;South;Louisiana;Diet Coke;Soda;$0.55 ;6.25;37;Monday;No Sugar;108;35.25
BevCo;1197831;05/09/2022;1;South;Louisiana;Sprite;Soda;$0.60 ;6.75;37;Tuesday;Sugar;108;31.17
BevCo;1197831;05/09/2022;1;South;Louisiana;Fanta;Soda;$0.60 ;4;37;Wednesday;Sugar;108;21.55
BevCo;1197831;05/09/2022;1;South;Louisiana;Powerade;Sports Drink;$0.55 ;4;37;Thursday;Sugar;108;11.88
BevCo;1197831;05/09/2022;1;South;Louisiana;Dasani Water;Water;$0.50 ;6.25;37;Friday;No Sugar;108;31.32
BevCo;1197831;04/10/2022;1;South;Louisiana;Coca-Cola;Soda;$0.40 ;5.75;41;Saturday;Sugar;108;27.78
BevCo;1197831;04/10/2022;1;South;Louisiana;Diet Coke;Soda;$0.40 ;5.75;41;Sunday;No Sugar;108;38.63
BevCo;1197831;04/10/2022;1;South;Louisiana;Sprite;Soda;$0.45 ;5.25;41;Monday;Sugar;108;20.79
BevCo;1197831;04/10/2022;1;South;Louisiana;Fanta;Soda;$0.45 ;3.75;41;Tuesday;Sugar;108;33.41
BevCo;1197831;04/10/2022;1;South;Louisiana;Powerade;Sports Drink;$0.35 ;3.5;41;Wednesday;Sugar;108;23.73
BevCo;1197831;04/10/2022;1;South;Louisiana;Dasani Water;Water;$0.45 ;5.25;41;Thursday;No Sugar;108;5.03
BevCo;1197831;05/11/2022;1;South;Louisiana;Coca-Cola;Soda;$0.35 ;6.75;45;Friday;Sugar;108;37.91
BevCo;1197831;05/11/2022;1;South;Louisiana;Diet Coke;Soda;$0.35 ;6.75;45;Saturday;No Sugar;108;9.72
BevCo;1197831;05/11/2022;1;South;Louisiana;Sprite;Soda;$0.60 ;6;45;Sunday;Sugar;108;17.01
BevCo;1197831;05/11/2022;1;South;Louisiana;Fanta;Soda;$0.60 ;4.5;45;Monday;Sugar;108;22.59
BevCo;1197831;05/11/2022;1;South;Louisiana;Powerade;Sports Drink;$0.55 ;4.25;45;Tuesday;Sugar;108;13.2
BevCo;1197831;05/11/2022;1;South;Louisiana;Dasani Water;Water;$0.65 ;6.25;45;Wednesday;No Sugar;108;25.02
BevCo;1197831;04/12/2022;1;South;Louisiana;Coca-Cola;Soda;$0.55 ;7.75;50;Thursday;Sugar;108;20.59
BevCo;1197831;04/12/2022;1;South;Louisiana;Diet Coke;Soda;$0.55 ;7.75;50;Friday;No Sugar;108;27.0
BevCo;1197831;04/12/2022;1;South;Louisiana;Sprite;Soda;$0.60 ;6.75;50;Saturday;Sugar;108;22.61
BevCo;1197831;04/12/2022;1;South;Louisiana;Fanta;Soda;$0.60 ;5.25;50;Sunday;Sugar;108;25.68
BevCo;1197831;04/12/2022;1;South;Louisiana;Powerade;Sports Drink;$0.55 ;4.75;50;Monday;Sugar;108;38.61
BevCo;1197831;04/12/2022;1;South;Louisiana;Dasani Water;Water;$0.65 ;7.25;50;Tuesday;No Sugar;108;31.09
FizzySip;1128299;23/01/2022;1;West;Idaho;Coca-Cola;Soda;$0.30 ;4.25;5;Wednesday;Sugar;24;7.87
FizzySip;1128299;23/01/2022;1;West;Idaho;Diet Coke;Soda;$0.40 ;4.25;5;Thursday;No Sugar;24;34.33
FizzySip;1128299;23/01/2022;1;West;Idaho;Sprite;Soda;$0.40 ;4.25;5;Friday;Sugar;24;26.55
FizzySip;1128299;23/01/2022;1;West;Idaho;Fanta;Soda;$0.40 ;2.75;5;Saturday;Sugar;24;28.23
FizzySip;1128299;23/01/2022;1;West;Idaho;Powerade;Sports Drink;$0.45 ;2.25;5;Sunday;Sugar;24;36.3
FizzySip;1128299;23/01/2022;1;West;Idaho;Dasani Water;Water;$0.40 ;4.25;5;Monday;No Sugar;24;7.81
FizzySip;1128299;23/02/2022;1;West;Idaho;Coca-Cola;Soda;$0.30 ;4.75;9;Tuesday;Sugar;24;17.11
FizzySip;1128299;23/02/2022;1;West;Idaho;Diet Coke;Soda;$0.40 ;3.75;9;Wednesday;No Sugar;24;38.71
FizzySip;1128299;23/02/2022;1;West;Idaho;Sprite;Soda;$0.40 ;3.75;9;Thursday;Sugar;24;22.26
FizzySip;1128299;23/02/2022;1;West;Idaho;Fanta;Soda;$0.40 ;2.25;9;Friday;Sugar;24;28.85
FizzySip;1128299;23/02/2022;1;West;Idaho;Powerade;Sports Drink;$0.45 ;1.5;9;Saturday;Sugar;24;8.8
FizzySip;1128299;23/02/2022;1;West;Idaho;Dasani Water;Water;$0.40 ;3.5;9;Sunday;No Sugar;24;37.57
FizzySip;1128299;22/03/2022;1;West;Idaho;Coca-Cola;Soda;$0.40 ;5;13;Monday;Sugar;24;23.11
FizzySip;1128299;22/03/2022;1;West;Idaho;Diet Coke;Soda;$0.50 ;3.5;13;Tuesday;No Sugar;24;7.9
FizzySip;1128299;22/03/2022;1;West;Idaho;Sprite;Soda;$0.50 ;3.5;13;Wednesday;Sugar;24;18.47
FizzySip;1128299;22/03/2022;1;West;Idaho;Fanta;Soda;$0.50 ;2.25;13;Thursday;Sugar;24;39.74
FizzySip;1128299;22/03/2022;1;West;Idaho;Powerade;Sports Drink;$0.55 ;1.25;13;Friday;Sugar;24;9.29
FizzySip;1128299;22/03/2022;1;West;Idaho;Dasani Water;Water;$0.50 ;3.25;13;Saturday;No Sugar;24;24.61
FizzySip;1128299;23/04/2022;1;West;Idaho;Coca-Cola;Soda;$0.50 ;5;17;Sunday;Sugar;24;10.81
FizzySip;1128299;23/04/2022;1;West;Idaho;Diet Coke;Soda;$0.55 ;3;17;Monday;No Sugar;24;8.03
FizzySip;1128299;23/04/2022;1;West;Idaho;Sprite;Soda;$0.55 ;3.5;17;Tuesday;Sugar;24;17.97
FizzySip;1128299;23/04/2022;1;West;Idaho;Fanta;Soda;$0.50 ;2.5;17;Wednesday;Sugar;24;30.25
FizzySip;1128299;23/04/2022;1;West;Idaho;Powerade;Sports Drink;$0.55 ;1.5;17;Thursday;Sugar;24;25.15
FizzySip;1128299;23/04/2022;1;West;Idaho;Dasani Water;Water;$0.70 ;3.25;17;Friday;No Sugar;24;9.68
FizzySip;1128299;24/05/2022;1;West;Idaho;Coca-Cola;Soda;$0.50 ;5.25;22;Saturday;Sugar;24;39.29
FizzySip;1128299;24/05/2022;1;West;Idaho;Diet Coke;Soda;$0.55 ;3.75;22;Sunday;No Sugar;24;14.93
FizzySip;1128299;24/05/2022;1;West;Idaho;Sprite;Soda;$0.55 ;4;22;Monday;Sugar;24;21.47
FizzySip;1128299;24/05/2022;1;West;Idaho;Fanta;Soda;$0.50 ;3;22;Tuesday;Sugar;24;18.87
FizzySip;1128299;24/05/2022;1;West;Idaho;Powerade;Sports Drink;$0.55 ;2;22;Wednesday;Sugar;24;31.81
FizzySip;1128299;24/05/2022;1;West;Idaho;Dasani Water;Water;$0.70 ;3.75;22;Thursday;No Sugar;24;7.6
FizzySip;1128299;23/06/2022;1;West;Idaho;Coca-Cola;Soda;$0.50 ;6.25;26;Friday;Sugar;24;14.98
FizzySip;1128299;23/06/2022;1;West;Idaho;Diet Coke;Soda;$0.55 ;4.75;26;Saturday;No Sugar;24;17.26
FizzySip;1128299;23/06/2022;1;West;Idaho;Sprite;Soda;$0.55 ;4.75;26;Sunday;Sugar;24;30.74
FizzySip;1128299;23/06/2022;1;West;Idaho;Fanta;Soda;$0.50 ;3.5;26;Monday;Sugar;24;10.34
FizzySip;1128299;23/06/2022;1;West;Idaho;Powerade;Sports Drink;$0.55 ;2.25;26;Tuesday;Sugar;24;8.01
FizzySip;1128299;23/06/2022;1;West;Idaho;Dasani Water;Water;$0.70 ;5.25;26;Wednesday;No Sugar;24;34.19
FizzySip;1128299;22/07/2022;1;West;Idaho;Coca-Cola;Soda;$0.50 ;6.75;30;Thursday;Sugar;24;38.11
FizzySip;1128299;22/07/2022;1;West;Idaho;Diet Coke;Soda;$0.55 ;5.25;30;Friday;No Sugar;24;22.6
FizzySip;1128299;22/07/2022;1;West;Idaho;Sprite;Soda;$0.55 ;4.75;30;Saturday;Sugar;24;38.18
FizzySip;1128299;22/07/2022;1;West;Idaho;Fanta;Soda;$0.50 ;3.75;30;Sunday;Sugar;24;15.43
FizzySip;1128299;22/07/2022;1;West;Idaho;Powerade;Sports Drink;$0.55 ;4.25;30;Monday;Sugar;24;13.37
FizzySip;1128299;22/07/2022;1;West;Idaho;Dasani Water;Water;$0.70 ;4.25;30;Tuesday;No Sugar;24;33.57
FizzySip;1128299;23/08/2022;1;West;Idaho;Coca-Cola;Soda;$0.55 ;6.25;35;Wednesday;Sugar;24;28.71
FizzySip;1128299;23/08/2022;1;West;Idaho;Diet Coke;Soda;$0.60 ;5.75;35;Thursday;No Sugar;24;39.08
FizzySip;1128299;23/08/2022;1;West;Idaho;Sprite;Soda;$0.55 ;4.5;35;Friday;Sugar;24;28.75
FizzySip;1128299;23/08/2022;1;West;Idaho;Fanta;Soda;$0.55 ;4;35;Saturday;Sugar;24;31.91
FizzySip;1128299;23/08/2022;1;West;Idaho;Powerade;Sports Drink;$0.65 ;4;35;Sunday;Sugar;24;23.47
FizzySip;1128299;23/08/2022;1;West;Idaho;Dasani Water;Water;$0.70 ;3.75;35;Monday;No Sugar;24;22.8
FizzySip;1128299;24/09/2022;1;West;Idaho;Coca-Cola;Soda;$0.45 ;5.75;39;Tuesday;Sugar;24;9.35
FizzySip;1128299;24/09/2022;1;West;Idaho;Diet Coke;Soda;$0.50 ;5.75;39;Wednesday;No Sugar;24;23.23
FizzySip;1128299;24/09/2022;1;West;Idaho;Sprite;Soda;$0.45 ;4.25;39;Thursday;Sugar;24;8.32
FizzySip;1128299;24/09/2022;1;West;Idaho;Fanta;Soda;$0.45 ;3.75;39;Friday;Sugar;24;34.89
FizzySip;1128299;24/09/2022;1;West;Idaho;Powerade;Sports Drink;$0.55 ;3.75;39;Saturday;Sugar;24;34.03
FizzySip;1128299;24/09/2022;1;West;Idaho;Dasani Water;Water;$0.60 ;4.25;39;Sunday;No Sugar;24;38.41
FizzySip;1128299;23/10/2022;1;West;Idaho;Coca-Cola;Soda;$0.45 ;5;44;Monday;Sugar;24;35.63
FizzySip;1128299;23/10/2022;1;West;Idaho;Diet Coke;Soda;$0.50 ;5;44;Tuesday;No Sugar;24;35.21
FizzySip;1128299;23/10/2022;1;West;Idaho;Sprite;Soda;$0.45 ;3.25;44;Wednesday;Sugar;24;5.38
FizzySip;1128299;23/10/2022;1;West;Idaho;Fanta;Soda;$0.45 ;3;44;Thursday;Sugar;24;34.86
FizzySip;1128299;23/10/2022;1;West;Idaho;Powerade;Sports Drink;$0.55 ;2.75;44;Friday;Sugar;24;22.56
FizzySip;1128299;23/10/2022;1;West;Idaho;Dasani Water;Water;$0.60 ;3.25;44;Saturday;No Sugar;24;6.67
FizzySip;1128299;23/11/2022;1;West;Idaho;Coca-Cola;Soda;$0.45 ;5;48;Sunday;Sugar;24;23.23
FizzySip;1128299;23/11/2022;1;West;Idaho;Diet Coke;Soda;$0.50 ;5.25;48;Monday;No Sugar;24;5.38
FizzySip;1128299;23/11/2022;1;West;Idaho;Sprite;Soda;$0.45 ;3.75;48;Tuesday;Sugar;24;27.43
FizzySip;1128299;23/11/2022;1;West;Idaho;Fanta;Soda;$0.45 ;3.5;48;Wednesday;Sugar;24;15.27
FizzySip;1128299;23/11/2022;1;West;Idaho;Powerade;Sports Drink;$0.55 ;3;48;Thursday;Sugar;24;33.49
FizzySip;1128299;23/11/2022;1;West;Idaho;Dasani Water;Water;$0.60 ;4.25;48;Friday;No Sugar;24;6.98
FizzySip;1128299;22/12/2022;1;West;Idaho;Coca-Cola;Soda;$0.45 ;6.25;52;Saturday;Sugar;24;8.39
FizzySip;1128299;22/12/2022;1;West;Idaho;Diet Coke;Soda;$0.50 ;6.25;52;Sunday;No Sugar;24;27.21
FizzySip;1128299;22/12/2022;1;West;Idaho;Sprite;Soda;$0.45 ;4.25;52;Monday;Sugar;24;5.24
FizzySip;1128299;22/12/2022;1;West;Idaho;Fanta;Soda;$0.45 ;4.25;52;Tuesday;Sugar;24;11.49
FizzySip;1128299;22/12/2022;1;West;Idaho;Powerade;Sports Drink;$0.55 ;3.5;52;Wednesday;Sugar;24;39.96
FizzySip;1128299;22/12/2022;1;West;Idaho;Dasani Water;Water;$0.60 ;4.5;52;Thursday;No Sugar;24;22.48
FizzySip;1128299;26/01/2022;1;West;Arizona;Coca-Cola;Soda;$0.35 ;4.75;5;Friday;Sugar;66;12.06
FizzySip;1128299;26/01/2022;1;West;Arizona;Diet Coke;Soda;$0.45 ;4.75;5;Saturday;No Sugar;66;20.65
FizzySip;1128299;26/01/2022;1;West;Arizona;Sprite;Soda;$0.45 ;4.75;5;Sunday;Sugar;66;18.63
FizzySip;1128299;26/01/2022;1;West;Arizona;Fanta;Soda;$0.45 ;3.25;5;Monday;Sugar;66;12.39
FizzySip;1128299;26/01/2022;1;West;Arizona;Powerade;Sports Drink;$0.50 ;2.75;5;Tuesday;Sugar;66;20.11
FizzySip;1128299;26/01/2022;1;West;Arizona;Dasani Water;Water;$0.45 ;4.75;5;Wednesday;No Sugar;66;37.56
FizzySip;1128299;26/02/2022;1;West;Arizona;Coca-Cola;Soda;$0.35 ;5.25;9;Thursday;Sugar;66;9.53
FizzySip;1128299;26/02/2022;1;West;Arizona;Diet Coke;Soda;$0.45 ;4.25;9;Friday;No Sugar;66;7.48
FizzySip;1128299;26/02/2022;1;West;Arizona;Sprite;Soda;$0.45 ;4.25;9;Saturday;Sugar;66;18.56
FizzySip;1128299;26/02/2022;1;West;Arizona;Fanta;Soda;$0.45 ;2.75;9;Sunday;Sugar;66;27.68
FizzySip;1128299;26/02/2022;1;West;Arizona;Powerade;Sports Drink;$0.50 ;2;9;Monday;Sugar;66;33.34
FizzySip;1128299;26/02/2022;1;West;Arizona;Dasani Water;Water;$0.45 ;4;9;Tuesday;No Sugar;66;9.78
FizzySip;1128299;25/03/2022;1;West;Arizona;Coca-Cola;Soda;$0.45 ;5.5;13;Wednesday;Sugar;66;5.57
FizzySip;1128299;25/03/2022;1;West;Arizona;Diet Coke;Soda;$0.55 ;4;13;Thursday;No Sugar;66;7.11
FizzySip;1128299;25/03/2022;1;West;Arizona;Sprite;Soda;$0.55 ;4;13;Friday;Sugar;66;25.05
FizzySip;1128299;25/03/2022;1;West;Arizona;Fanta;Soda;$0.55 ;2.75;13;Saturday;Sugar;66;25.5
FizzySip;1128299;25/03/2022;1;West;Arizona;Powerade;Sports Drink;$0.60 ;1.75;13;Sunday;Sugar;66;20.54
FizzySip;1128299;25/03/2022;1;West;Arizona;Dasani Water;Water;$0.55 ;3.75;13;Monday;No Sugar;66;28.09
FizzySip;1128299;26/04/2022;1;West;Arizona;Coca-Cola;Soda;$0.55 ;5.5;18;Tuesday;Sugar;66;39.09
FizzySip;1128299;26/04/2022;1;West;Arizona;Diet Coke;Soda;$0.60 ;3.5;18;Wednesday;No Sugar;66;20.25
FizzySip;1128299;26/04/2022;1;West;Arizona;Sprite;Soda;$0.60 ;4;18;Thursday;Sugar;66;28.02
FizzySip;1128299;26/04/2022;1;West;Arizona;Fanta;Soda;$0.55 ;3;18;Friday;Sugar;66;12.18
FizzySip;1128299;26/04/2022;1;West;Arizona;Powerade;Sports Drink;$0.60 ;2;18;Saturday;Sugar;66;26.98
FizzySip;1128299;26/04/2022;1;West;Arizona;Dasani Water;Water;$0.75 ;3.75;18;Sunday;No Sugar;66;33.8
FizzySip;1128299;27/05/2022;1;West;Arizona;Coca-Cola;Soda;$0.55 ;5.75;22;Monday;Sugar;66;37.51
FizzySip;1128299;27/05/2022;1;West;Arizona;Diet Coke;Soda;$0.60 ;4.25;22;Tuesday;No Sugar;66;17.14
FizzySip;1128299;27/05/2022;1;West;Arizona;Sprite;Soda;$0.60 ;4.5;22;Wednesday;Sugar;66;39.84
FizzySip;1128299;27/05/2022;1;West;Arizona;Fanta;Soda;$0.55 ;3.5;22;Thursday;Sugar;66;21.04
FizzySip;1128299;27/05/2022;1;West;Arizona;Powerade;Sports Drink;$0.60 ;2.5;22;Friday;Sugar;66;23.26
FizzySip;1128299;27/05/2022;1;West;Arizona;Dasani Water;Water;$0.75 ;4.25;22;Saturday;No Sugar;66;33.2
FizzySip;1128299;26/06/2022;1;West;Arizona;Coca-Cola;Soda;$0.55 ;7;27;Sunday;Sugar;66;35.35
FizzySip;1128299;26/06/2022;1;West;Arizona;Diet Coke;Soda;$0.60 ;5.5;27;Monday;No Sugar;66;23.78
FizzySip;1128299;26/06/2022;1;West;Arizona;Sprite;Soda;$0.60 ;5.5;27;Tuesday;Sugar;66;8.51
FizzySip;1128299;26/06/2022;1;West;Arizona;Fanta;Soda;$0.55 ;4.25;27;Wednesday;Sugar;66;20.98
FizzySip;1128299;26/06/2022;1;West;Arizona;Powerade;Sports Drink;$0.60 ;3;27;Thursday;Sugar;66;17.1
FizzySip;1128299;26/06/2022;1;West;Arizona;Dasani Water;Water;$0.75 ;6;27;Friday;No Sugar;66;13.93
FizzySip;1128299;25/07/2022;1;West;Arizona;Coca-Cola;Soda;$0.55 ;7.5;31;Saturday;Sugar;66;38.87
FizzySip;1128299;25/07/2022;1;West;Arizona;Diet Coke;Soda;$0.60 ;6;31;Sunday;No Sugar;66;17.4
FizzySip;1128299;25/07/2022;1;West;Arizona;Sprite;Soda;$0.60 ;5.5;31;Monday;Sugar;66;28.75
FizzySip;1128299;25/07/2022;1;West;Arizona;Fanta;Soda;$0.55 ;4.5;31;Tuesday;Sugar;66;21.71
FizzySip;1128299;25/07/2022;1;West;Arizona;Powerade;Sports Drink;$0.60 ;5;31;Wednesday;Sugar;66;38.05
FizzySip;1128299;25/07/2022;1;West;Arizona;Dasani Water;Water;$0.75 ;5;31;Thursday;No Sugar;66;6.47
FizzySip;1128299;26/08/2022;1;West;Arizona;Coca-Cola;Soda;$0.60 ;7;35;Friday;Sugar;66;25.98
FizzySip;1128299;26/08/2022;1;West;Arizona;Diet Coke;Soda;$0.65 ;6.5;35;Saturday;No Sugar;66;18.34
FizzySip;1128299;26/08/2022;1;West;Arizona;Sprite;Soda;$0.60 ;5.25;35;Sunday;Sugar;66;27.96
FizzySip;1128299;26/08/2022;1;West;Arizona;Fanta;Soda;$0.60 ;4.75;35;Monday;Sugar;66;21.54
FizzySip;1128299;26/08/2022;1;West;Arizona;Powerade;Sports Drink;$0.70 ;4.75;35;Tuesday;Sugar;66;21.39
FizzySip;1128299;26/08/2022;1;West;Arizona;Dasani Water;Water;$0.75 ;4.5;35;Wednesday;No Sugar;66;26.3
FizzySip;1128299;27/09/2022;1;West;Arizona;Coca-Cola;Soda;$0.50 ;6.25;40;Thursday;Sugar;66;36.73
FizzySip;1128299;27/09/2022;1;West;Arizona;Diet Coke;Soda;$0.55 ;6.25;40;Friday;No Sugar;66;33.88
FizzySip;1128299;27/09/2022;1;West;Arizona;Sprite;Soda;$0.50 ;4.75;40;Saturday;Sugar;66;9.33
FizzySip;1128299;27/09/2022;1;West;Arizona;Fanta;Soda;$0.50 ;4.25;40;Sunday;Sugar;66;14.25
FizzySip;1128299;27/09/2022;1;West;Arizona;Powerade;Sports Drink;$0.60 ;4.25;40;Monday;Sugar;66;39.26
FizzySip;1128299;27/09/2022;1;West;Arizona;Dasani Water;Water;$0.65 ;4.75;40;Tuesday;No Sugar;66;28.99
FizzySip;1128299;26/10/2022;1;West;Arizona;Coca-Cola;Soda;$0.50 ;5.5;44;Wednesday;Sugar;66;18.63
FizzySip;1128299;26/10/2022;1;West;Arizona;Diet Coke;Soda;$0.55 ;5.5;44;Thursday;No Sugar;66;8.88
FizzySip;1128299;26/10/2022;1;West;Arizona;Sprite;Soda;$0.50 ;3.75;44;Friday;Sugar;66;32.03
FizzySip;1128299;26/10/2022;1;West;Arizona;Fanta;Soda;$0.50 ;3.5;44;Saturday;Sugar;66;13.13
FizzySip;1128299;26/10/2022;1;West;Arizona;Powerade;Sports Drink;$0.60 ;3.25;44;Sunday;Sugar;66;37.84
FizzySip;1128299;26/10/2022;1;West;Arizona;Dasani Water;Water;$0.75 ;3.75;44;Monday;No Sugar;66;28.52
FizzySip;1128299;26/11/2022;1;West;Arizona;Coca-Cola;Soda;$0.60 ;5.5;48;Tuesday;Sugar;66;10.03
FizzySip;1128299;26/11/2022;1;West;Arizona;Diet Coke;Soda;$0.65 ;6;48;Wednesday;No Sugar;66;20.26
